EmpID,Age,AgeGroup,ATTRITION_STATUS,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome_SLABWISE,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked_SLABWISE,NumCompaniesWorked,Over18,OverTime,SALARY HIKE SLAB,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears-SLABWISE,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany_SLABWISE,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion_LST PROMOTION,YearsSinceLastPromotion,YearsWithCurrManager
RM1073,29,26-35,0,No,Travel_Frequently,410,Research & Development,0-5 KM,2,1,Life Sciences,1,1513,EXCELLENT,Female,97,3,1,Laboratory Technician,POOR,Married,3180,Upto 5k,4668,PHRESHER,0,Y,No,10-15%,13,AVERAGE,GOOD,80,EXPERIENCED,0-5 YEARS,4,3,VERY GOOD,0-5YR,3,2,0-3 YR,0,2
RM1078,29,26-35,1,Yes,Travel_Rarely,224,Research & Development,0-5 KM,1,4,Technical Degree,1,1522,POOR,Male,100,2,1,Research Scientist,NOT SATISFIED,Single,2362,Upto 5k,7568,5 TO 9,6,Y,No,10-15%,13,AVERAGE,GOOD,80,BEGINNER,11-15 YR,11,2,POOR,6-10 YR,9,7,0-3 YR,0,7
RM1091,29,26-35,0,No,Travel_Rarely,441,Research & Development,6-10 KM,8,1,Other,1,1544,VERY GOOD,Female,39,1,2,Healthcare Representative,NOT SATISFIED,Married,9715,5k-10k,7288,1 TO 4,3,Y,No,10-15%,13,AVERAGE,GOOD,80,LEARNER,6-10 YR,9,3,VERY GOOD,6-10 YR,7,7,0-3 YR,0,7
RM1105,29,26-35,0,No,Travel_Rarely,598,Research & Development,6-10 KM,9,3,Life Sciences,1,1558,VERY GOOD,Male,91,4,1,Research Scientist,GOOD,Married,2451,Upto 5k,22376,5 TO 9,6,Y,No,16-20%,18,AVERAGE,BAD,80,EXPERT,0-5 YEARS,5,2,GOOD ,0-5YR,1,0,0-3 YR,0,0
RM1123,29,26-35,0,No,Travel_Rarely,1370,Research & Development,0-5 KM,3,1,Medical,1,1586,GOOD,Male,87,3,1,Laboratory Technician,NOT SATISFIED,Single,4723,Upto 5k,16213,1 TO 4,1,Y,Yes,16-20%,18,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,10,3,VERY GOOD,6-10 YR,10,9,0-3 YR,1,5
RM1126,29,26-35,0,No,Travel_Frequently,995,Research & Development,0-5 KM,2,1,Life Sciences,1,1590,POOR,Male,87,3,2,Healthcare Representative,FULLY SATISFIED,Divorced,8853,5k-10k,24483,1 TO 4,1,Y,No,16-20%,19,AVERAGE,EXPERT,80,LEARNER,6-10 YR,6,0,EXCELENT,6-10 YR,6,4,0-3 YR,1,3
RM1173,29,26-35,0,No,Travel_Rarely,469,Sales,6-10 KM,10,3,Medical,1,1650,VERY GOOD,Male,42,2,2,Sales Executive,GOOD,Single,5869,5k-10k,23413,5 TO 9,9,Y,No,10-15%,11,AVERAGE,GOOD,80,BEGINNER,6-10 YR,8,2,VERY GOOD,0-5YR,5,2,0-3 YR,1,4
RM1189,29,26-35,0,No,Travel_Rarely,991,Sales,0-5 KM,5,3,Medical,1,1669,POOR,Male,43,2,2,Sales Executive,POOR,Divorced,4187,Upto 5k,3356,1 TO 4,1,Y,Yes,10-15%,13,AVERAGE,POOR,80,LEARNER,6-10 YR,10,3,GOOD ,6-10 YR,10,0,0-3 YR,0,9
RM1220,29,26-35,0,No,Travel_Rarely,1082,Research & Development,6-10 KM,9,4,Medical,1,1709,EXCELLENT,Female,43,3,1,Laboratory Technician,GOOD,Married,2974,Upto 5k,25412,5 TO 9,9,Y,No,16-20%,17,AVERAGE,GOOD,80,LEARNER,6-10 YR,9,2,VERY GOOD,0-5YR,5,3,0-3 YR,1,2
RM1250,29,26-35,1,Yes,Travel_Rarely,428,Sales,6-10 KM,9,3,Marketing,1,1752,GOOD,Female,52,1,1,Sales Representative,POOR,Single,2760,Upto 5k,14630,1 TO 4,1,Y,No,10-15%,13,AVERAGE,GOOD,80,BEGINNER,0-5 YEARS,2,3,VERY GOOD,0-5YR,2,2,0-3 YR,2,2
RM1251,29,26-35,0,No,Travel_Frequently,461,Research & Development,0-5 KM,1,3,Life Sciences,1,1753,EXCELLENT,Male,70,4,2,Healthcare Representative,GOOD,Single,6294,5k-10k,23060,5 TO 9,8,Y,Yes,10-15%,12,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,10,5,EXCELENT,0-5YR,3,2,0-3 YR,0,2
RM1259,29,26-35,0,No,Travel_Rarely,590,Research & Development,0-5 KM,4,3,Technical Degree,1,1762,EXCELLENT,Female,91,2,1,Research Scientist,NOT SATISFIED,Divorced,2109,Upto 5k,10007,1 TO 4,1,Y,No,10-15%,13,AVERAGE,GOOD,80,LEARNER,0-5 YEARS,1,2,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM1314,29,26-35,1,Yes,Travel_Rarely,350,Human Resources,11-15 KM,13,3,Human Resources,1,1844,POOR,Male,56,2,1,Human Resources,NOT SATISFIED,Divorced,2335,Upto 5k,3157,1 TO 4,4,Y,Yes,10-15%,15,AVERAGE,EXPERT,80,EXPERIENCED,0-5 YEARS,4,3,VERY GOOD,0-5YR,2,2,0-3 YR,2,0
RM1319,29,26-35,0,No,Travel_Frequently,574,Research & Development,16-20 KM,20,1,Medical,1,1852,EXCELLENT,Male,40,3,1,Laboratory Technician,FULLY SATISFIED,Married,3812,Upto 5k,7003,1 TO 4,1,Y,No,10-15%,13,AVERAGE,POOR,80,BEGINNER,11-15 YR,11,3,EXCELENT,11-15 YR,11,8,0-3 YR,3,10
RM1325,29,26-35,0,No,Travel_Rarely,726,Research & Development,20 -30 KM,29,1,Life Sciences,1,1859,EXCELLENT,Male,93,1,2,Healthcare Representative,GOOD,Divorced,6384,5k-10k,21143,5 TO 9,8,Y,No,16-20%,17,AVERAGE,EXPERT,80,EXPERT,11-15 YR,11,3,VERY GOOD,6-10 YR,7,0,0-3 YR,1,6
RM1330,29,26-35,0,No,TravelRarely,352,Human Resources,6-10 KM,6,1,Medical,1,1865,EXCELLENT,Male,87,2,1,Human Resources,POOR,Married,2804,Upto 5k,15434,1 TO 4,1,Y,No,10-15%,11,AVERAGE,EXPERT,80,BEGINNER,0-5 YEARS,1,3,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM1333,29,26-35,1,Yes,Travel_Frequently,459,Research & Development,20 -30 KM,24,2,Life Sciences,1,1868,EXCELLENT,Male,73,2,1,Research Scientist,FULLY SATISFIED,Single,2439,Upto 5k,14753,1 TO 4,1,Y,Yes,21-25 %,24,ABOVE AVERAGE,POOR,80,BEGINNER,0-5 YEARS,1,3,GOOD ,0-5YR,1,0,0-3 YR,1,0
RM1344,29,26-35,0,No,Travel_Rarely,592,Research & Development,6-10 KM,7,3,Life Sciences,1,1883,EXCELLENT,Male,59,3,1,Laboratory Technician,NOT SATISFIED,Single,2062,Upto 5k,19384,1 TO 4,3,Y,No,10-15%,14,AVERAGE,POOR,80,BEGINNER,11-15 YR,11,2,VERY GOOD,0-5YR,3,2,0-3 YR,1,2
RM1366,29,26-35,1,Yes,Travel_Frequently,746,Sales,20 -30 KM,24,3,Technical Degree,1,1928,VERY GOOD,Male,45,4,1,Sales Representative,NOT SATISFIED,Single,1091,Upto 5k,10642,1 TO 4,1,Y,No,16-20%,17,AVERAGE,EXPERT,80,BEGINNER,0-5 YEARS,1,3,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM1388,29,26-35,0,No,Travel_Rarely,136,Research & Development,0-5 KM,1,3,Life Sciences,1,1954,POOR,Male,89,3,2,Healthcare Representative,NOT SATISFIED,Married,5373,5k-10k,6225,PHRESHER,0,Y,No,10-15%,12,AVERAGE,BAD,80,LEARNER,6-10 YR,6,5,GOOD ,0-5YR,5,3,0-3 YR,0,2
RM1443,29,26-35,1,Yes,Travel_Rarely,1092,Research & Development,0-5 KM,1,4,Medical,1,2027,POOR,Male,36,3,1,Research Scientist,FULLY SATISFIED,Married,4787,Upto 5k,26124,5 TO 9,9,Y,Yes,10-15%,14,AVERAGE,POOR,80,EXPERIENCED,0-5 YEARS,4,3,EXCELENT,0-5YR,2,2,0-3 YR,2,2
RM1460,29,26-35,0,No,Travel_Rarely,1378,Research & Development,11-15 KM,13,2,Other,1,2053,EXCELLENT,Male,46,2,2,Laboratory Technician,POOR,Married,4025,Upto 5k,23679,1 TO 4,4,Y,Yes,10-15%,13,AVERAGE,BAD,80,LEARNER,6-10 YR,10,2,VERY GOOD,0-5YR,4,3,0-3 YR,0,3
RM1461,29,26-35,0,No,Travel_Rarely,468,Research & Development,20 -30 KM,28,4,Medical,1,2054,EXCELLENT,Female,73,2,1,Research Scientist,NOT SATISFIED,Single,3785,Upto 5k,8489,1 TO 4,1,Y,No,10-15%,14,AVERAGE,POOR,80,BEGINNER,0-5 YEARS,5,3,POOR,0-5YR,5,4,0-3 YR,0,4
RM1461,29,26-35,0,No,Travel_Rarely,468,Research & Development,20 -30 KM,28,4,Medical,1,2054,EXCELLENT,Female,73,2,1,Research Scientist,NOT SATISFIED,Single,3785,Upto 5k,8489,1 TO 4,1,Y,No,10-15%,14,AVERAGE,POOR,80,BEGINNER,0-5 YEARS,5,3,POOR,0-5YR,5,4,0-3 YR,0,4
RM033,30,26-35,0,No,Travel_Rarely,125,Research & Development,6-10 KM,9,2,Medical,1,41,EXCELLENT,Male,83,2,1,Laboratory Technician,GOOD,Single,2206,Upto 5k,16117,1 TO 4,1,Y,No,10-15%,13,AVERAGE,BAD,80,BEGINNER,6-10 YR,10,5,VERY GOOD,6-10 YR,10,0,0-3 YR,1,8
RM045,30,26-35,0,No,Travel_Frequently,721,Research & Development,0-5 KM,1,2,Medical,1,57,VERY GOOD,Female,58,3,2,Laboratory Technician,FULLY SATISFIED,Single,4011,Upto 5k,10781,1 TO 4,1,Y,No,21-25 %,23,ABOVE AVERAGE,EXPERT,80,BEGINNER,11-15 YR,12,2,VERY GOOD,11-15 YR,12,8,0-3 YR,3,7
RM081,30,26-35,0,No,Travel_Rarely,852,Research & Development,0-5 KM,1,1,Life Sciences,1,104,EXCELLENT,Male,55,2,2,Laboratory Technician,FULLY SATISFIED,Married,5126,5k-10k,15998,1 TO 4,1,Y,Yes,10-15%,12,AVERAGE,GOOD,80,EXPERT,6-10 YR,10,1,GOOD ,6-10 YR,10,8,0-3 YR,3,0
RM089,30,26-35,0,No,Travel_Rarely,288,Research & Development,0-5 KM,2,3,Life Sciences,1,117,VERY GOOD,Male,99,2,2,Healthcare Representative,FULLY SATISFIED,Married,4152,Upto 5k,15830,1 TO 4,1,Y,No,16-20%,19,AVERAGE,BAD,80,EXPERIENCED,11-15 YR,11,3,VERY GOOD,11-15 YR,11,10,4-10 YR,10,8
RM093,30,26-35,0,No,Travel_Rarely,1334,Sales,0-5 KM,4,2,Medical,1,121,VERY GOOD,Female,63,2,2,Sales Executive,POOR,Divorced,5209,5k-10k,19760,1 TO 4,1,Y,Yes,10-15%,12,AVERAGE,POOR,80,EXPERIENCED,11-15 YR,11,4,GOOD ,11-15 YR,11,8,0-3 YR,2,7
RM121,30,26-35,0,No,Travel_Frequently,1312,Research & Development,20 -30 KM,23,3,Life Sciences,1,159,POOR,Male,96,1,1,Research Scientist,GOOD,Divorced,2613,Upto 5k,22310,1 TO 4,1,Y,No,21-25 %,25,ABOVE AVERAGE,GOOD,80,EXPERIENCED,6-10 YR,10,2,GOOD ,6-10 YR,10,7,0-3 YR,0,9
RM168,30,26-35,0,No,Travel_Rarely,1339,Sales,0-5 KM,5,3,Life Sciences,1,228,GOOD,Female,41,3,3,Sales Executive,FULLY SATISFIED,Married,9419,5k-10k,8053,1 TO 4,2,Y,No,10-15%,12,AVERAGE,GOOD,80,LEARNER,11-15 YR,12,2,VERY GOOD,6-10 YR,10,9,4-10 YR,7,4
RM174,30,26-35,0,No,Non-Travel,111,Research & Development,6-10 KM,9,3,Medical,1,239,VERY GOOD,Male,66,3,2,Laboratory Technician,NOT SATISFIED,Divorced,3072,Upto 5k,11012,1 TO 4,1,Y,No,10-15%,11,AVERAGE,GOOD,80,EXPERT,11-15 YR,12,4,VERY GOOD,11-15 YR,12,9,4-10 YR,6,10
RM212,30,26-35,0,No,Non-Travel,829,Research & Development,0-5 KM,1,1,Life Sciences,1,292,VERY GOOD,Male,88,2,3,Manufacturing Director,GOOD,Single,8474,5k-10k,20925,1 TO 4,1,Y,No,21-25 %,22,ABOVE AVERAGE,GOOD,80,BEGINNER,11-15 YR,12,2,VERY GOOD,11-15 YR,11,8,4-10 YR,5,8
RM215,30,26-35,1,Yes,Travel_Rarely,1005,Research & Development,0-5 KM,3,3,Technical Degree,1,297,EXCELLENT,Female,88,3,1,Research Scientist,NOT SATISFIED,Single,2657,Upto 5k,8556,5 TO 9,5,Y,Yes,10-15%,11,AVERAGE,GOOD,80,BEGINNER,6-10 YR,8,5,VERY GOOD,0-5YR,5,2,0-3 YR,0,4
RM217,30,26-35,1,Yes,Travel_Frequently,334,Sales,20 -30 KM,26,4,Marketing,1,299,VERY GOOD,Female,52,2,2,Sales Executive,NOT SATISFIED,Single,6696,5k-10k,22967,5 TO 9,5,Y,No,10-15%,15,AVERAGE,GOOD,80,BEGINNER,6-10 YR,9,5,GOOD ,6-10 YR,6,3,0-3 YR,0,1
RM325,30,26-35,0,No,Travel_Rarely,1275,Research & Development,20 -30 KM,28,2,Medical,1,441,EXCELLENT,Female,64,3,2,Research Scientist,FULLY SATISFIED,Married,5775,5k-10k,11934,1 TO 4,1,Y,No,10-15%,13,AVERAGE,EXPERT,80,EXPERT,11-15 YR,11,2,VERY GOOD,6-10 YR,10,8,0-3 YR,1,9
RM339,30,26-35,0,No,Travel_Rarely,570,Sales,0-5 KM,5,3,Marketing,1,456,EXCELLENT,Female,30,2,2,Sales Executive,GOOD,Divorced,6118,5k-10k,5431,1 TO 4,1,Y,No,10-15%,13,AVERAGE,GOOD,80,EXPERIENCED,6-10 YR,10,2,VERY GOOD,6-10 YR,10,9,0-3 YR,1,2
RM355,30,26-35,0,No,Non-Travel,641,Sales,20 -30 KM,25,2,Technical Degree,1,475,EXCELLENT,Female,85,3,2,Sales Executive,GOOD,Married,4736,Upto 5k,6069,5 TO 9,7,Y,Yes,10-15%,12,AVERAGE,POOR,80,LEARNER,0-5 YEARS,4,2,EXCELENT,0-5YR,2,2,0-3 YR,2,2
RM382,30,26-35,0,No,Travel_Rarely,202,Sales,0-5 KM,2,1,Technical Degree,1,508,VERY GOOD,Male,72,3,1,Sales Representative,POOR,Married,2476,Upto 5k,17434,1 TO 4,1,Y,No,16-20%,18,AVERAGE,BAD,80,LEARNER,0-5 YEARS,1,3,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM386,30,26-35,1,Yes,Travel_Frequently,464,Research & Development,0-5 KM,4,3,Technical Degree,1,514,VERY GOOD,Male,40,3,1,Research Scientist,FULLY SATISFIED,Single,2285,Upto 5k,3427,5 TO 9,9,Y,Yes,21-25 %,23,ABOVE AVERAGE,GOOD,80,BEGINNER,0-5 YEARS,3,4,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM403,30,26-35,0,No,Travel_Rarely,1082,Sales,11-15 KM,12,3,Technical Degree,1,533,GOOD,Female,83,3,2,Sales Executive,GOOD,Single,6577,5k-10k,19558,PHRESHER,0,Y,No,10-15%,11,AVERAGE,POOR,80,BEGINNER,6-10 YR,6,6,VERY GOOD,0-5YR,5,4,4-10 YR,4,4
RM411,30,26-35,0,No,Travel_Rarely,317,Research & Development,0-5 KM,2,3,Life Sciences,1,548,VERY GOOD,Female,43,1,2,Manufacturing Director,FULLY SATISFIED,Single,6091,5k-10k,24793,1 TO 4,2,Y,No,16-20%,20,ABOVE AVERAGE,GOOD,80,BEGINNER,11-15 YR,11,2,VERY GOOD,0-5YR,5,4,0-3 YR,0,2
RM420,30,26-35,0,No,Non-Travel,1400,Research & Development,0-5 KM,3,3,Life Sciences,1,562,VERY GOOD,Male,53,3,1,Laboratory Technician,FULLY SATISFIED,Married,2097,Upto 5k,16734,1 TO 4,4,Y,No,10-15%,15,AVERAGE,GOOD,80,LEARNER,6-10 YR,9,3,POOR,0-5YR,5,3,0-3 YR,1,4
RM424,30,26-35,0,No,Non-Travel,1398,Sales,20 -30 KM,22,4,Other,1,567,VERY GOOD,Female,69,3,3,Sales Executive,NOT SATISFIED,Married,8412,5k-10k,2890,PHRESHER,0,Y,No,10-15%,11,AVERAGE,GOOD,80,BEGINNER,6-10 YR,10,3,VERY GOOD,6-10 YR,9,8,4-10 YR,7,8
RM427,30,26-35,0,No,Non-Travel,1116,Research & Development,0-5 KM,2,3,Medical,1,571,VERY GOOD,Female,49,3,1,Laboratory Technician,FULLY SATISFIED,Single,2564,Upto 5k,7181,PHRESHER,0,Y,No,10-15%,14,AVERAGE,GOOD,80,BEGINNER,11-15 YR,12,2,GOOD ,11-15 YR,11,7,4-10 YR,6,7
RM438,30,26-35,0,No,Travel_Rarely,413,Sales,6-10 KM,7,1,Marketing,1,585,EXCELLENT,Male,57,3,1,Sales Representative,POOR,Single,2983,Upto 5k,18398,PHRESHER,0,Y,No,10-15%,14,AVERAGE,BAD,80,BEGINNER,0-5 YEARS,4,3,VERY GOOD,0-5YR,3,2,0-3 YR,1,2
RM481,30,26-35,1,Yes,Travel_Frequently,448,Sales,11-15 KM,12,4,Life Sciences,1,648,GOOD,Male,74,2,1,Sales Representative,NOT SATISFIED,Married,2033,Upto 5k,14470,1 TO 4,1,Y,No,16-20%,18,AVERAGE,GOOD,80,LEARNER,0-5 YEARS,1,2,EXCELENT,0-5YR,1,0,0-3 YR,0,0
RM502,30,26-35,0,No,Travel_Frequently,160,Research & Development,0-5 KM,3,3,Medical,1,680,VERY GOOD,Female,71,3,1,Research Scientist,GOOD,Divorced,2083,Upto 5k,22653,1 TO 4,1,Y,No,16-20%,20,ABOVE AVERAGE,GOOD,80,LEARNER,0-5 YEARS,1,2,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM546,30,26-35,0,No,Travel_Rarely,501,Sales,20 -30 KM,27,5,Marketing,1,747,VERY GOOD,Male,99,3,2,Sales Executive,FULLY SATISFIED,Divorced,5304,5k-10k,25275,5 TO 9,7,Y,No,21-25 %,23,ABOVE AVERAGE,EXPERT,80,LEARNER,6-10 YR,10,2,GOOD ,6-10 YR,8,7,4-10 YR,7,7
RM582,30,26-35,0,No,Travel_Rarely,921,Research & Development,0-5 KM,1,3,Life Sciences,1,806,EXCELLENT,Male,38,1,1,Laboratory Technician,GOOD,Married,3833,Upto 5k,24375,1 TO 4,3,Y,No,21-25 %,21,ABOVE AVERAGE,GOOD,80,EXPERT,6-10 YR,7,2,VERY GOOD,0-5YR,2,2,0-3 YR,0,2
RM603,30,26-35,0,No,Travel_Rarely,946,Research & Development,0-5 KM,2,3,Medical,1,833,VERY GOOD,Female,52,2,2,Manufacturing Director,FULLY SATISFIED,Single,6877,5k-10k,20234,5 TO 9,5,Y,Yes,21-25 %,24,ABOVE AVERAGE,POOR,80,BEGINNER,11-15 YR,12,4,GOOD ,0-5YR,0,0,0-3 YR,0,0
RM624,30,26-35,0,No,Travel_Frequently,1012,Research & Development,0-5 KM,5,4,Life Sciences,1,861,GOOD,Male,75,2,1,Research Scientist,FULLY SATISFIED,Divorced,3761,Upto 5k,2373,5 TO 9,9,Y,No,10-15%,12,AVERAGE,POOR,80,LEARNER,6-10 YR,10,3,GOOD ,0-5YR,5,4,0-3 YR,0,3
RM703,30,26-35,0,No,Travel_Rarely,231,Sales,6-10 KM,8,2,Other,1,982,VERY GOOD,Male,62,3,3,Sales Executive,GOOD,Divorced,7264,5k-10k,9977,5 TO 9,5,Y,No,10-15%,11,AVERAGE,BAD,80,LEARNER,6-10 YR,10,2,EXCELENT,6-10 YR,8,4,4-10 YR,7,7
RM721,30,26-35,1,Yes,Travel_Rarely,138,Research & Development,20 -30 KM,22,3,Life Sciences,1,1004,POOR,Female,48,3,1,Research Scientist,GOOD,Married,2132,Upto 5k,11539,1 TO 4,4,Y,Yes,10-15%,11,AVERAGE,POOR,80,BEGINNER,6-10 YR,7,2,VERY GOOD,0-5YR,5,2,0-3 YR,0,1
RM731,30,26-35,0,No,Travel_Rarely,153,Research & Development,6-10 KM,8,2,Life Sciences,1,1015,GOOD,Female,73,4,3,Research Director,NOT SATISFIED,Married,11416,10k-15k,17802,PHRESHER,0,Y,Yes,10-15%,12,AVERAGE,GOOD,80,EXPERIENCED,6-10 YR,9,4,GOOD ,6-10 YR,8,7,0-3 YR,1,7
RM733,30,26-35,1,Yes,Travel_Frequently,109,Research & Development,0-5 KM,5,3,Medical,1,1017,GOOD,Female,60,3,1,Laboratory Technician,POOR,Single,2422,Upto 5k,25725,PHRESHER,0,Y,No,16-20%,17,AVERAGE,BAD,80,BEGINNER,0-5 YEARS,4,3,VERY GOOD,0-5YR,3,2,0-3 YR,1,2
RM783,30,26-35,0,No,Travel_Rarely,1176,Research & Development,16-20 KM,20,3,Other,1,1084,VERY GOOD,Male,85,3,2,Manufacturing Director,NOT SATISFIED,Married,9957,5k-10k,9096,PHRESHER,0,Y,No,10-15%,15,AVERAGE,GOOD,80,LEARNER,6-10 YR,7,1,GOOD ,6-10 YR,6,2,0-3 YR,0,2
RM845,30,26-35,0,No,Travel_Rarely,852,Sales,6-10 KM,10,3,Marketing,1,1179,VERY GOOD,Male,72,2,2,Sales Executive,GOOD,Married,6578,5k-10k,2706,1 TO 4,1,Y,No,16-20%,18,AVERAGE,BAD,80,LEARNER,6-10 YR,10,3,VERY GOOD,6-10 YR,10,3,0-3 YR,1,4
RM866,30,26-35,0,No,Travel_Rarely,1329,Sales,20 -30 KM,29,4,Life Sciences,1,1211,VERY GOOD,Male,61,3,2,Sales Executive,NOT SATISFIED,Divorced,4115,Upto 5k,13192,5 TO 9,8,Y,No,16-20%,19,AVERAGE,GOOD,80,EXPERIENCED,6-10 YR,8,3,VERY GOOD,0-5YR,4,3,0-3 YR,0,3
RM875,30,26-35,0,No,Travel_Rarely,853,Research & Development,6-10 KM,7,4,Life Sciences,1,1224,VERY GOOD,Male,49,3,2,Laboratory Technician,GOOD,Divorced,3491,Upto 5k,11309,1 TO 4,1,Y,No,10-15%,13,AVERAGE,BAD,80,EXPERIENCED,6-10 YR,10,4,GOOD ,6-10 YR,10,7,4-10 YR,8,9
RM887,30,26-35,0,No,Travel_Rarely,1465,Research & Development,0-5 KM,1,3,Medical,1,1241,EXCELLENT,Male,63,3,1,Research Scientist,POOR,Married,3579,Upto 5k,9369,PHRESHER,0,Y,Yes,21-25 %,21,ABOVE AVERAGE,BAD,80,LEARNER,11-15 YR,12,2,VERY GOOD,11-15 YR,11,9,4-10 YR,5,7
RM932,30,26-35,0,No,Non-Travel,879,Research & Development,6-10 KM,9,2,Medical,1,1298,VERY GOOD,Female,72,3,2,Manufacturing Director,GOOD,Single,4695,Upto 5k,12858,5 TO 9,7,Y,Yes,16-20%,18,AVERAGE,GOOD,80,BEGINNER,6-10 YR,10,3,VERY GOOD,6-10 YR,8,4,0-3 YR,1,7
RM942,30,26-35,0,No,Travel_Rarely,1138,Research & Development,6-10 KM,6,3,Technical Degree,1,1311,POOR,Female,48,2,2,Laboratory Technician,FULLY SATISFIED,Married,4627,Upto 5k,23631,PHRESHER,0,Y,No,10-15%,12,AVERAGE,BAD,80,LEARNER,6-10 YR,10,6,VERY GOOD,6-10 YR,9,2,4-10 YR,6,7
RM949,30,26-35,0,No,Travel_Rarely,634,Research & Development,16-20 KM,17,4,Medical,1,1321,GOOD,Female,95,3,3,Manager,NOT SATISFIED,Married,11916,10k-15k,25927,1 TO 4,1,Y,Yes,21-25 %,23,ABOVE AVERAGE,EXPERT,80,EXPERT,6-10 YR,9,2,VERY GOOD,6-10 YR,9,1,0-3 YR,0,8
RM1014,30,26-35,0,No,Travel_Rarely,855,Sales,6-10 KM,7,4,Marketing,1,1428,EXCELLENT,Female,73,3,2,Sales Executive,NOT SATISFIED,Divorced,4779,Upto 5k,12761,5 TO 9,7,Y,No,10-15%,14,AVERAGE,POOR,80,EXPERT,6-10 YR,8,3,VERY GOOD,0-5YR,3,2,0-3 YR,0,2
RM1050,30,26-35,0,No,Travel_Rarely,1358,Sales,16-20 KM,16,1,Life Sciences,1,1479,EXCELLENT,Male,96,3,2,Sales Executive,GOOD,Married,5301,5k-10k,2939,5 TO 9,8,Y,No,10-15%,15,AVERAGE,GOOD,80,EXPERT,0-5 YEARS,4,2,GOOD ,0-5YR,2,1,0-3 YR,2,2
RM1053,30,26-35,0,No,Non-Travel,990,Research & Development,6-10 KM,7,3,Technical Degree,1,1482,VERY GOOD,Male,64,3,1,Research Scientist,GOOD,Divorced,1274,Upto 5k,7152,1 TO 4,1,Y,No,10-15%,13,AVERAGE,POOR,80,EXPERT,0-5 YEARS,1,2,GOOD ,0-5YR,1,0,0-3 YR,0,0
RM1065,30,26-35,0,No,Travel_Rarely,330,Human Resources,0-5 KM,1,3,Life Sciences,1,1499,VERY GOOD,Male,46,3,1,Human Resources,GOOD,Divorced,2064,Upto 5k,15428,PHRESHER,0,Y,No,21-25 %,21,ABOVE AVERAGE,BAD,80,LEARNER,6-10 YR,6,3,EXCELENT,0-5YR,5,3,0-3 YR,1,3
RM1107,30,26-35,1,Yes,Travel_Rarely,740,Sales,0-5 KM,1,3,Life Sciences,1,1562,GOOD,Male,64,2,2,Sales Executive,NOT SATISFIED,Married,9714,5k-10k,5323,1 TO 4,1,Y,No,10-15%,11,AVERAGE,EXPERT,80,LEARNER,6-10 YR,10,4,VERY GOOD,6-10 YR,10,8,4-10 YR,6,7
RM1110,30,26-35,0,No,Travel_Rarely,1288,Sales,20 -30 KM,29,4,Technical Degree,1,1568,VERY GOOD,Male,33,3,3,Sales Executive,POOR,Married,9250,5k-10k,17799,1 TO 4,3,Y,No,10-15%,12,AVERAGE,POOR,80,LEARNER,6-10 YR,9,3,VERY GOOD,0-5YR,4,2,0-3 YR,1,3
RM1142,30,26-35,0,No,Travel_Rarely,241,Research & Development,6-10 KM,7,3,Medical,1,1609,GOOD,Male,48,2,1,Research Scientist,POOR,Married,2141,Upto 5k,5348,1 TO 4,1,Y,No,10-15%,12,AVERAGE,POOR,80,LEARNER,6-10 YR,6,3,GOOD ,6-10 YR,6,4,0-3 YR,1,1
RM1234,30,26-35,0,No,Travel_Rarely,793,Research & Development,16-20 KM,16,1,Life Sciences,1,1729,GOOD,Male,33,3,1,Research Scientist,FULLY SATISFIED,Married,2862,Upto 5k,3811,1 TO 4,1,Y,No,10-15%,12,AVERAGE,POOR,80,LEARNER,6-10 YR,10,2,GOOD ,6-10 YR,10,0,0-3 YR,0,8
RM1245,30,26-35,0,No,Travel_Frequently,1312,Research & Development,0-5 KM,2,4,Technical Degree,1,1745,EXCELLENT,Female,78,2,1,Research Scientist,NOT SATISFIED,Single,4968,Upto 5k,26427,PHRESHER,0,Y,No,16-20%,16,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,10,2,VERY GOOD,6-10 YR,9,7,0-3 YR,0,7
RM1247,30,26-35,1,Yes,Travel_Frequently,600,Human Resources,6-10 KM,8,3,Human Resources,1,1747,VERY GOOD,Female,66,2,1,Human Resources,FULLY SATISFIED,Divorced,2180,Upto 5k,9732,5 TO 9,6,Y,No,10-15%,11,AVERAGE,GOOD,80,LEARNER,6-10 YR,6,0,GOOD ,0-5YR,4,2,0-3 YR,1,2
